UID          PID    PPID  C STIME TTY          TIME CMD
elian-h+    6682    6289  0 18:29 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {0156cebc-6ced-493b-99f8-2588de607ac2} -parentPid 6289 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 1 forkserver
elian-h+    6697    6682  0 18:29 ?        00:00:01 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -parentBuildID 20260127070045 -prefsHandle 0:37797 -prefMapHandle 1:277875 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {85c4fd5d-e5b6-4ab9-ae70-b43392ac4954} -parentPid 6289 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7720/usr/lib/firefox/browser 2 socket
elian-h+    6744    6682  0 18:29 ?        00:00:07 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37931 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {398ec1b6-3e1e-4555-8064-c425daef9054} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 3 tab
elian-h+    6755    6682  0 18:29 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -parentBuildID 20260127070045 -prefsHandle 0:37931 -prefMapHandle 1:277875 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {626b7893-9dc3-4a8e-a187-345e91f90acb} -parentPid 6289 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7720/usr/lib/firefox/browser 4 rdd
elian-h+    6796    3148  0 18:29 ?        00:00:00 /usr/bin/snap userd
elian-h+    6973    6682  0 18:29 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:47901 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {dc0cdac2-cd36-4529-968b-78e44ad70025} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 5 tab
elian-h+    7305    6682  0 18:29 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -parentBuildID 20260127070045 -sandboxingKind 0 -prefsHandle 0:49126 -prefMapHandle 1:277875 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {46e0fdf2-a8b6-4437-bf1a-ee3bec73d6ce} -parentPid 6289 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7720/usr/lib/firefox/browser 6 utility
elian-h+    7476    6682  0 18:29 ?        00:00:18 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45099 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0444fd93-453d-4652-bfee-30dcaf8bd1f0} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 7 tab
elian-h+    7478    6682  0 18:29 ?        00:01:26 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45099 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1f3eb705-f318-4c92-abb5-a17a87e0d32f} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 8 tab
elian-h+    7490    6682  0 18:29 ?        00:00:02 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45099 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7a7e3f6f-26ce-4613-a904-b4e378270e6a} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 9 tab
elian-h+    9412    3553  2 18:34 ?        00:03:07 /snap/spotify/89/usr/share/spotify/spotify
elian-h+    9509    9412  0 18:34 ?        00:00:00 /snap/spotify/89/usr/share/spotify/spotify --type=zygote --no-zygote-sandbox --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/elian-herrera-correa/snap/spotify/common/.cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477
elian-h+    9510    9412  0 18:34 ?        00:00:00 /snap/spotify/89/usr/share/spotify/spotify --type=zygote --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/elian-herrera-correa/snap/spotify/common/.cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477
elian-h+    9545    9509 18 18:34 ?        00:25:31 /snap/spotify/89/usr/share/spotify/spotify --type=gpu-process --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/elian-herrera-correa/snap/spotify/common/.cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,4286553490307304260,5902306363849112256,262144 --field-trial-handle=3,i,12967061973611893170,6953118038692020092,262144 --disable-features=BackForwardCache,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
elian-h+    9549    9412  0 18:34 ?        00:00:09 /snap/spotify/89/usr/share/spotify/spotify --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/elian-herrera-correa/snap/spotify/common/.cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17773949067477423162,1238656127919225986,524288 --field-trial-handle=3,i,12967061973611893170,6953118038692020092,262144 --disable-features=BackForwardCache,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
elian-h+    9560    9510  0 18:34 ?        00:00:00 /snap/spotify/89/usr/share/spotify/spotify --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/elian-herrera-correa/snap/spotify/common/.cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14155853922171910649,14159565256115666990,524288 --field-trial-handle=3,i,12967061973611893170,6953118038692020092,262144 --disable-features=BackForwardCache,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
elian-h+    9629    9510 14 18:34 ?        00:20:10 /snap/spotify/89/usr/share/spotify/spotify --type=renderer --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/elian-herrera-correa/snap/spotify/common/.cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --no-sandbox --autoplay-policy=no-user-gesture-required --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1770333929000833 --launch-time-ticks=520841514 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13889598357721487887,8930144417215670530,2097152 --field-trial-handle=3,i,12967061973611893170,6953118038692020092,262144 --disable-features=BackForwardCache,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
elian-h+   10277    3148  0 18:35 ?        00:01:00 /usr/bin/python3 /usr/bin/update-manager --no-update --no-focus-on-map
elian-h+   10848    9509  0 18:37 ?        00:00:00 /snap/spotify/89/usr/share/spotify/spotify --type=utility --utility-sub-type=on_device_model.mojom.OnDeviceModelService --lang=en-US --service-sandbox-type=on_device_model_execution --no-sandbox --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/elian-herrera-correa/snap/spotify/common/.cache/spotify --log-severity=disable --user-agent-product=Chrome/139.0.7258.139 Spotify/1.2.74.477 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11703577006319234589,12378334729695329179,524288 --field-trial-handle=3,i,12967061973611893170,6953118038692020092,262144 --disable-features=BackForwardCache,FullscreenBubbleShowOrigin,LensOverlay,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version
elian-h+   13193    6682  0 18:41 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45288 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e9ffb62b-d936-45af-85a9-5784731ed88b} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 12 tab
elian-h+   13923    3499  0 18:43 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.25 /org/gtk/gvfs/exec_spaw/6
elian-h+   14120    6682  0 18:43 ?        00:00:05 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45288 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {bba675c4-ae18-4f94-87da-0041c235cf31} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 14 tab
elian-h+   16040    6682  0 18:46 ?        00:00:05 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45288 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f18e99b4-98b8-49f0-bc5f-0c065047c199} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 17 tab
elian-h+   17345    6682  0 18:49 ?        00:00:05 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45288 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {eade9f1d-b707-4fa7-a42c-2e89ccf161dd} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 18 tab
elian-h+   17441    6682  0 18:49 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45288 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4d4f2e1b-06d7-45cd-9089-3dcdceb0e53b} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 20 tab
elian-h+   17747    6682  0 18:49 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45288 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d24327f9-8403-4f8c-8ffc-430762e87ff7} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 21 tab
elian-h+   17764    6682  0 18:49 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45288 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {331aa8dd-2547-4002-9d90-b8a848286b40} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 22 tab
elian-h+   18127    6289  9 18:49 ?        00:12:13 /snap/firefox/7720/usr/lib/firefox/firefox --profile /home/elian-herrera-correa/snap/firefox/common/.mozilla/firefox/3d4pp9n5.default --profiles-activate
elian-h+   18132    3148  0 18:49 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/crashhelper 18127 9 /tmp/ 11
elian-h+   18288   18127  0 18:49 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {95736ac1-9d1b-4baf-98d9-f9b54152e986} -parentPid 18127 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 1 forkserver
elian-h+   18303   18288  0 18:49 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -parentBuildID 20260127070045 -prefsHandle 0:37350 -prefMapHandle 1:277831 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {65c4721a-2339-4776-a2bd-86465b597823} -parentPid 18127 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7720/usr/lib/firefox/browser 2 socket
elian-h+   18316   18288  0 18:49 ?        00:00:01 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37415 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {343cd719-28c1-4308-9308-e0fab4e4528a} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 3 tab
elian-h+   18326   18288 16 18:49 ?        00:20:19 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -parentBuildID 20260127070045 -prefsHandle 0:37415 -prefMapHandle 1:277831 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {8700854d-418e-44e9-a012-4e80290e355b} -parentPid 18127 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7720/usr/lib/firefox/browser 4 rdd
elian-h+   18357   18288  0 18:49 ?        00:00:07 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37502 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4736eb01-8c0c-4445-a7b1-5f4b8bf5243b} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 5 tab
elian-h+   18836   18288  0 18:49 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -parentBuildID 20260127070045 -sandboxingKind 0 -prefsHandle 0:48680 -prefMapHandle 1:277831 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {7a45b96b-8d51-40e0-9a25-27fccbb6ca98} -parentPid 18127 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7720/usr/lib/firefox/browser 6 utility
elian-h+   19487    3148  0 18:50 ?        00:00:00 /usr/bin/speech-dispatcher -s -t 0
elian-h+   19500   19487  0 18:50 ?        00:00:00 [sd_espeak-ng-mb] <defunct>
elian-h+   19504   19487  0 18:50 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
elian-h+   19507   19487  0 18:50 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
elian-h+   19510   19487  0 18:50 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_openjtalk /etc/speech-dispatcher/modules/openjtalk.conf
elian-h+   19547    6682  0 18:50 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45288 -prefMapHandle 1:277875 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e3afe905-d1d6-4831-afa8-494f9a0ffae8} -parentPid 6289 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 23 tab
elian-h+   19722   18288  0 18:50 ?        00:00:26 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45140 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0a9d4f65-9b35-4a2e-afcf-f4e856511181} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 15 tab
root       19986       2  0 18:50 ?        00:00:01 [kworker/1:2-i915-unordered]
root       22191       2  0 18:53 ?        00:00:01 [kworker/12:1-mm_percpu_wq]
root       22752       2  0 18:53 ?        00:00:00 [psimon]
elian-h+   24147   18288  0 18:54 ?        00:00:03 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45140 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {441fe6c3-7b9c-47d7-9d17-927d904c3198} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 19 tab
elian-h+   24155   18288  0 18:54 ?        00:00:03 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45140 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f44c509d-cd4e-462a-9cec-b7ad085ca37c} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 20 tab
root       25620       2  0 18:58 ?        00:00:01 [kworker/2:0-events]
elian-h+   25639   18288  0 18:58 ?        00:00:39 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45192 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2813bfa4-1588-4cfd-b098-ff5a0afde534} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 23 tab
elian-h+   27046   18288  0 19:01 ?        00:00:02 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45192 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {45372e17-61a9-4145-a025-940a7187d247} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 25 tab
root       27863       2  0 19:03 ?        00:00:01 [kworker/3:2-events]
root       31485       2  0 19:10 ?        00:00:00 [kworker/9:1-cgroup_destroy]
root       32761       2  0 19:10 ?        00:00:01 [kworker/13:1-mm_percpu_wq]
root       35051       2  1 19:14 ?        00:01:03 [kworker/6:1-i915-unordered]
root       35054       2  0 19:14 ?        00:00:00 [kworker/1:0-events]
elian-h+   39616    3148  4 19:20 ?        00:03:56 /usr/lib/jvm/java-21-openjdk-amd64/bin/java -javaagent:/home/elian-herrera-correa/sanbox-edu/SoccerSystem-app/target/liberty/wlp/bin/tools/ws-javaagent.jar -Djava.awt.headless=true -Djdk.attach.allowAttachSelf=true --add-exports java.base/sun.security.action=ALL-UNNAMED --add-exports java.naming/com.sun.jndi.ldap=ALL-UNNAMED --add-exports java.naming/com.sun.jndi.url.ldap=ALL-UNNAMED --add-exports jdk.naming.dns/com.sun.jndi.dns=ALL-UNNAMED --add-exports jdk.naming.dns/com.sun.jndi.url.dns=ALL-UNNAMED --add-exports java.security.jgss/sun.security.krb5.internal=ALL-UNNAMED --add-exports jdk.attach/sun.tools.attach=ALL-UNNAMED --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/java.util.concurrent=ALL-UNNAMED --add-opens java.base/java.io=ALL-UNNAMED --add-opens java.base/java.nio=ALL-UNNAMED --add-opens java.base/sun.nio.ch=ALL-UNNAMED --add-opens java.naming/javax.naming.spi=ALL-UNNAMED --add-opens java.naming/com.sun.naming.internal=ALL-UNNAMED --add-opens jdk.naming.rmi/com.sun.jndi.url.rmi=ALL-UNNAMED --add-opens java.naming/javax.naming=ALL-UNNAMED --add-opens java.rmi/java.rmi=ALL-UNNAMED --add-opens java.sql/java.sql=ALL-UNNAMED --add-opens java.management/javax.management=ALL-UNNAMED --add-opens java.base/java.lang.reflect=ALL-UNNAMED --add-opens java.desktop/java.awt.image=ALL-UNNAMED --add-opens java.base/java.security=ALL-UNNAMED --add-opens java.base/java.net=ALL-UNNAMED --add-opens java.base/java.text=ALL-UNNAMED --add-opens java.base/sun.net.www.protocol.https=ALL-UNNAMED --add-exports jdk.management.agent/jdk.internal.agent=ALL-UNNAMED --add-exports java.base/jdk.internal.vm=ALL-UNNAMED -jar /home/elian-herrera-correa/sanbox-edu/SoccerSystem-app/target/liberty/wlp/bin/tools/ws-server.jar defaultServer
root       40075       2  0 19:20 ?        00:00:01 [kworker/7:1-mm_percpu_wq]
root       42124       2  0 19:22 ?        00:00:00 [kworker/12:2]
root       46425       2  0 19:30 ?        00:00:01 [kworker/15:2-events]
root       51398       2  0 19:39 ?        00:00:00 [kworker/15:0-events]
elian-h+   55910   18288  0 19:46 ?        00:00:17 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45399 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1bc8e647-64f1-4800-91e9-a263a27ec76f} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 36 tab
elian-h+   55982   18288  4 19:46 ?        00:02:45 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45399 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {3886e631-fd3b-422d-bcaa-cbfeb0b903db} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 38 tab
root       56020       2  0 19:46 ?        00:00:00 [kworker/0:0-i915-unordered]
root       60695       2  0 19:56 ?        00:00:03 [kworker/u64:5-iou_exit]
root       60707       2  0 19:56 ?        00:00:03 [kworker/u64:8-events_unbound]
root       60778       2  0 19:56 ?        00:00:00 [kworker/10:1]
root       61242       2  0 19:56 ?        00:00:00 [kworker/14:2-events]
